"Numeral" "ID" "PRESTADOR" "NIT" "EXPEDIENTES" "COD_DANE" "DPTO" "Municipio de Correspondencia" "SERVICIOS" "REPRESENTANTE LEGAL" "DIRECCION" "CORREO ELECTRONICO" "TELEFONO 1" "TELEFONO 2" "CELULAR" "CLASIFICACION" "AREA DE PRESTACION" "TIPO PRESTADOR" "ORDEN" "NATURALEZA JURIDICA" "CLASE" "FECHA DE INICIO DE ACTIVIDADES" "ACUEDUCTO CAPTACION" "ACUEDUCTO ADUCCION" "ACUEDUCTO TRATAMIENTO" "ACUEDUCTO ALMACENAMIENTO" "ACUEDUCTO CONDUCCION" "ACUEDUCTO DISTRIBUCION" "ACUEDUCTO COMERCIALIZACION" "ALCANTARILLADO RECOLECCION" "ALCANTARILLADO CONDUCCION DE RESIDUOS LIQUIDOS" "ALCANTARILLADO TRATAMIENTO" "ALCANTARILLADO DISPOSICION FINAL" "ALCANTARILLADO COMERCIALIZACION" "ASEO RECOLECCION Y TRANSPORTE" "ASEO BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "ASEO LAVADO DE AREAS PUBLICAS" "ASEO CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "ASEO APROVECHAMIENTO" "ASEO DISPOSICION FINAL" "ASEO LIMPIEZA DE PLAYAS" "ASEO TRANSFERENCIA" "ULTIMO TRAMITE RUPS" "MOTIVO" "ESTADO" "EN VIGILANCIA" "OBSERVACIONES" "Municipios Prestacion"
"27" 167 "OFICINA DE SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE CHIPAQUE" 8999994675 "2019460351700033E" 25178 "CUNDINAMARCA" "CHIPAQUE" "ACUEDUCTO,ALCANTARILLADO,ASEO" "BASTO TRUJILLO ARIEL DANILO" "Calle 5 No 4-16" "serviciospublicos@chipaque-cundinamarca.gov.co" "8484266" 8484269 3118594067 "HASTA 2500 SUSCRIPTORES" "URBANO" "MUNICIPIO (PRESTACIÓN DIRECTA)" "MUNICIPAL" "0" "OFICIAL" "35779" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "43140" "Actualizacion" "APROBADA" "SI" NA "CHIPAQUE"
"28" 168 "ASOCIACION DE SUSCRIPTORES DE LAS VEREDAS MUNAR QUERENTE Y LLANO DE CHIPAQUE" 8002355460 "2019460351700034E" 25178 "CUNDINAMARCA" "CHIPAQUE" "ACUEDUCTO" "GERARDO MORENO ROJAS" "Carrera 4 No 5 - 30 Oficina 1202" "asuar_@hotmail.com" "8484121" 8484121 3112132648 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "32276" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43243" "Actualizacion" "Pendiente de Revision" "SI" NA "CHIPAQUE"
"29" 169 "EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE CHOACHI" 8320034700 "2019460351700035E" 25181 "CUNDINAMARCA" "CHOACHI" "ACUEDUCTO,ALCANTARILLADO,ASEO" "DORA LUCIA ALAYON VELASQUEZ" "CARRERA 4 No 5-29" "gerencia@emserchoachi.com" "8486465" 8486806 3112026055 "HASTA 2500 SUSCRIPTORES" "URBANO" "EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO" "MUNICIPAL" "0" "OFICIAL" "36161" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "0" "0" "43614" "Actualizacion" "CERTIFICADA" "SI" NA "CHOACHI"
"30" 171 "OFICINA SERVICIOS PUBLICOS EL PENON CUNDINAMARCA" 8999994604 "2019460351700036E" 25258 "CUNDINAMARCA" "EL PENON" "ACUEDUCTO,ALCANTARILLADO,ASEO" "MOJICA VARGAS GUSTAVO ADOLFO" "Calle 4 No 2-19" "alcaldia@elpenon-cundinamarca.gov.co" "5209401" 5209402 3103037291 "HASTA 2500 SUSCRIPTORES" "URBANO" "MUNICIPIO (PRESTACIÓN DIRECTA)" "MUNICIPAL" "0" "OFICIAL" "37987" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "TRATAMIENTO" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "43126" "Actualizacion" "APROBADA" "SI" NA "EL PENON"
"31" 172 "ASOCIACION MULTIACTIVA DE LAS VEREDAS BALSILLAS LOS BALSOS CORAMA SAN ISIDRO Y MATIMA" 8001935720 "2019460351700037E" 25040 "CUNDINAMARCA" "ANOLAIMA" "ACUEDUCTO" "LOZANO DE SERNA MERCEDES" "VEREDA LOS BALSOS" "asbalcosama@gmail.com" "8453487" 6137032 3112292717 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "33283" "CAPTACION" "0" "0" "0" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41226" "Actualizacion" "PENDIENTE DE REVISION" "SI" NA "ANOLAIMA"
"32" 174 "UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE FOSCA CUNDINAMARCA" 8999994201 "2019460351700038E" 25281 "CUNDINAMARCA" "FOSCA" "ACUEDUCTO,ALCANTARILLADO,ASEO" "MILTON ALBINO BARBOSA REY" "Calle 3 No 1-20 Casa de Gobierno" "serviciospublicos@fosca-cundinamarca.gov.co" "8490001" 8490226 3114893949 "MENOR O IGUAL A 2500 USUARIOS" "URBANO" "MUNICIPIO (PRESTACIÓN DIRECTA)" "MUNICIPAL" "0" "OFICIAL" "36585" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "APROVECHAMIENTO" "0" "0" "0" "43626" "Actualizacion" "CERTIFICADA" "SI" NA "FOSCA"
"33" 176 "ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LAS VEREDAS DEL NORTE DE FUSAGASUGA" 8001843235 "2019460351700039E" 25290 "CUNDINAMARCA" "FUSAGASUGA" "ACUEDUCTO" "SERGIO POLANCO FERNANDEZ" "Calle 4 No 6-43" "administracion@aguasdelnorte.co" "8676230" 8676230 3002938045 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "15 / sep / 1977" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43613" "Actualizacion" "CERTIFICADA" "SI" NA "FUSAGASUGA"
"34" 180 "OFICINA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE GUATAQUI" 8000112719 "2019460351700040E" 25324 "CUNDINAMARCA" "GUATAQUI" "ACUEDUCTO,ALCANTARILLADO,ASEO" "MARTINEZ AVENDANO ALDEMAR" "Palacio Municipal" "hechugonzalez@hotmail.com" "8371011" 8371019 3114119310 "HASTA 2500 SUSCRIPTORES" "URBANO" "MUNICIPIO (PRESTACIÓN DIRECTA)" "MUNICIPAL" "0" "OFICIAL" "37435" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "43535" "Actualizacion" "CERTIFICADA" "SI" NA "GUATAQUI"
"35" 181 "OFICINA DE SERVICIOS PUBLICOS AAA DE GUTIERREZ" 8000947041 "2019460351700041E" 25339 "CUNDINAMARCA" "GUTIERREZ" "ACUEDUCTO,ALCANTARILLADO,ASEO" "CIRO NELSON OSTOS BUSTOS" "Alcaldia Municipal" "of.serviciospublicos@gutierrez-cundinamarca.gov.co" "8489006" 0 3133975452 "MENOR O IGUAL A 2500 USUARIOS" "URBANO" "MUNICIPIO (PRESTACIÓN DIRECTA)" "MUNICIPAL" "0" "OFICIAL" "35556" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "43489" "Actualizacion" "CERTIFICADA" "SI" NA "GUTIERREZ"
"36" 184 "OFICINA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE LENGUAZAQUE" 8999993305 "2019460351700042E" 25407 "CUNDINAMARCA" "LENGUAZAQUE" "ACUEDUCTO,ALCANTARILLADO,ASEO" "CAMILO ANDRES LARA GOMEZ" "Carrera 5 No 3 - 09" "serviciospublicos@lenguazaque-cundinamarca.gov.co" "8557114" 8557072 8557114 "MENOR O IGUAL A 2500 USUARIOS" "URBANO" "MUNICIPIO (PRESTACIÓN DIRECTA)" "MUNICIPAL" "0" "OFICIAL" "36892" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "43577" "Actualizacion" "CERTIFICADA" "SI" NA "LENGUAZAQUE"
"37" 187 "OFICINA DE SERVICIOS PUBLICOS DEL MUNICPIO DE VENECIA" 8906800883 "2019460351700043E" 25506 "CUNDINAMARCA" "VENECIA" "ACUEDUCTO,ALCANTARILLADO,ASEO" "JAVIER ORLANDO VILLALBA TORRES" "Calle 3 No 3 - 97" "despachoalcaldia@venecia-cundinamarca.gov.co" "8681167" 8681162 0 "MENOR O IGUAL A 2500 USUARIOS" "URBANO" "MUNICIPIO (PRESTACIÓN DIRECTA)" "MUNICIPAL" "0" "OFICIAL" "35933" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "43577" "Actualizacion" "CERTIFICADA" "SI" NA "VENECIA"
"38" 193 "ASOCIACION DE USUARIOS DEL ACUEDUCTO REGIONAL VEREDA SANTA HELENA BAJA" 8080026816 "2019460351700044E" 25524 "CUNDINAMARCA" "PANDI" "ACUEDUCTO" "ACOSTA FRANCISCO" "Carrera 4 N 3 - 55 Palacio Municipal" "contactenos@pandi-cundinamarca.gov.co" "8419300" 8419300 3208362202 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA ADMINISTRADORA" "PRIVADA" "36603" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "40750" "Inscripción" "APROBADA" "SI" NA "PANDI"
"39" 195 "ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA SAN ANTONIO APULO" 8080040855 "2019460351700045E" 25599 "CUNDINAMARCA" "APULO" "ACUEDUCTO" "CHACON BELTRAN DONALDO" "ESCUELA SAN ANTONIO APULO" "dhp67@hotmail.com" "8349011" 8349024 3123640752 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "38195" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41165" "Actualizacion" "APROBADA" "SI" NA "APULO"
"40" 196 "ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA EL ARRAYAN" 8320057173 "2019460351700046E" 25658 "CUNDINAMARCA" "SAN FRANCISCO" "ACUEDUCTO" "DEBACKER ALFONS" "Carrera8a No 4-41" "acuarrayan@yahoo.es" "8478912" 3044077 3142373683 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA ADMINISTRADORA" "PRIVADA" "33763" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43230" "Actualizacion" "Pendiente de Revision" "SI" NA "SAN FRANCISCO"
"41" 197 "ASOCIACION DE USUARIOS DEL ACUEDUCTO ZONA URBANA DE SAN FRANCISCO" 8002040553 "2019460351700047E" 25658 "CUNDINAMARCA" "SAN FRANCISCO" "ACUEDUCTO" "PATACON DE CUESTAS EMILCE" "Calle 4 No 7 - 56" "acuasafra@hotmail.com" "8478215" 8478394 3105614679 "HASTA 2500 SUSCRIPTORES" "URBANO" "ORGANIZACION AUTORIZADA" "PRESTADOR EN MUNICIPIO MENOR" "ASOCIACION DE USUARIOS" "PRIVADA" "36136" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43181" "Actualizacion" "APROBADA" "SI" NA "SAN FRANCISCO"
"42" 198 "ASOCIACION DE USUARIOS DEL ACUEDUCTO SAN MIGUEL MUÑA SAN ANTONIO" 8002477928 "2019460351700048E" 25658 "CUNDINAMARCA" "SAN FRANCISCO" "ACUEDUCTO" "RODRIGUEZ SANTOS HERNANDO" "CARRERA 8 No 4-10" "rafaingal@gmail.com" "8478562" 8478215 3108602706 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "36439" "CAPTACION" "ADUCCION" "0" "0" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43634" "Actualizacion" "CERTIFICADA" "SI" NA "SAN FRANCISCO"
"43" 201 "ALCALDIA MUNICIPAL DE SUSA" 8999997007 "2019460351700049E" 25779 "CUNDINAMARCA" "SUSA" "ACUEDUCTO,ALCANTARILLADO,ASEO" "OSCAR EDUARDO ROCHA RAMIREZ" "Carrera 4 No 6-47" "susa@cundinamarca.gov.co" "8559010" 3123044089 3123044089 "MENOR O IGUAL A 2500 USUARIOS" "URBANO" "MUNICIPIO (PRESTACIÓN DIRECTA)" "MUNICIPAL" "0" "OFICIAL" "38091" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "DISPOSICION FINAL" "0" "0" "43633" "Actualizacion" "CERTIFICADA" "SI" NA "SUSA"
"44" 202 "ACUEDUCTO COMUNAL INTERVEREDAL CENTRO LA ESTACION LLANO GRANDE PUNTA DE CRUZ" 8320039418 "2019460351700050E" 25779 "CUNDINAMARCA" "SUSA" "ACUEDUCTO" "VARELA SARMIENTO LUIS ALFONSO" "CARRERA 3 No 4-21" "molipain1985@hotmail.com" "2117878" 8559069 3107869585 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "31639" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41173" "Actualizacion" "PENDIENTE DE REVISION" "SI" NA "SUSA"
"45" 204 "MUNICIPIO DE TAUSA" 8999994819 "2019460351700051E" 25793 "CUNDINAMARCA" "TAUSA" "ACUEDUCTO,ALCANTARILLADO,ASEO" "RODRIGUEZ BALLEN JAIME ALEXANDER" "Palacio Municipal" "alcaldia@tausa-cundinamarca.gov.co" "8583058" 8583034 0 "HASTA 2500 SUSCRIPTORES" "URBANO" "MUNICIPIO (PRESTACIÓN DIRECTA)" "MUNICIPAL" "0" "OFICIAL" "35529" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "0" "0" "42704" "Actualizacion" "APROBADA" "SI" NA "TAUSA"
"46" 209 "ASOCIACION DE USUARIOS DEL ACUEDUCTO FERNANDO SALAZAR DE LA VEREDA DE RIO DULCE" 8320000729 "2019460351700052E" 25875 "CUNDINAMARCA" "VILLETA" "ACUEDUCTO" "GONZALEZ RODRIGUEZ CARLOS JOAQUIN" "CARRERA 9 SUR No 6A-28 Barrio Fernando Salazar" "asociacionusuariosfdosalazar@hotmail.com" "8447371" 3212353 3212353276 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "36846" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "42942" "Actualizacion" "PENDIENTE DE REVISION" "SI" NA "VILLETA"
"47" 218 "ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE REGIONAL LA PRIMAVERA DEL MUNICIPIO DE ISNOS" 8130053891 "2019460351700053E" 41359 "HUILA" "ISNOS" "ACUEDUCTO" "MONTERO CHAVEZ EDGAR" "CARRERA 3 No 2-42 SALIDA A PITALITO" "joevrobu@yahoo.com" "8328593" 8328593 3125603357 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "35673" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41193" "Inscripción" "APROBADA" "SI" NA "ISNOS"
"48" 219 "JUNTA ADMINISTRADORA DEL ACUEDUCTO REGIONAL ISNOS" 8130126967 "2019460351700054E" 41359 "HUILA" "ISNOS" "ACUEDUCTO" "MUNOZ BOLANOS CLARA ELCY" "Carrera 3A No 3 - 48 Barrio La Palma" "jarisnos@gmail.com" "0" 0 3153512536 "HASTA 2500 SUSCRIPTORES" "URBANO" "ORGANIZACION AUTORIZADA" "PRESTADOR EN MUNICIPIO MENOR" "JUNTA ADMINISTRADORA" "PRIVADA" "37951" "CAPTACION" "ADUCCION" "TRATAMIENTO" "0" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "42723" "Actualizacion" "APROBADA" "SI" NA "ISNOS"
"49" 225 "JUNTA ADMINISTRADORA DEL SERVICIO DE ACUEDUCTO Y ALCANTARILLADO DE LA INSPECCION DE LA ULLOA" 8130033181 "2019460351700055E" 41615 "HUILA" "RIVERA" "ACUEDUCTO,ALCANTARILLADO" "DIAZ MOSQUERA JULIO" "VEREDA LA ULLOA" "jdiazmosquera2@gmail.com" "4932857" 4932857 3112356006 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA ADMINISTRADORA" "PRIVADA" "36005" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "TRATAMIENTO" "DISPOSICION FINAL" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "43236" "Actualizacion" "Pendiente de Revision" "SI" NA "RIVERA"
"50" 233 "JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA LA ESTRELLA" 9000216455 "2019460351700056E" 41668 "HUILA" "SAN AGUSTIN" "ACUEDUCTO" "GALINDEZ ALVAREZ LEONEL" "CARRERA 2 No 4 - 24 SUR LARA BONILLA" "lopezome@yahoo.es" "8751112" 8751112 3123710182 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA ADMINISTRADORA" "PRIVADA" "05 / sep / 1998" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41167" "Inscripción" "APROBADA" "SI" NA "SAN AGUSTIN"
"51" 248 "EMPRESA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE CUBARRAL META" 8920008120 "2019460351700057E" 50223 "META" "SAN LUIS DE CUBARRAL" "ACUEDUCTO,ALCANTARILLADO,ASEO" "INGRIHT  XISLEY ACOSTA CARVAJAL" "Carrera 9 No 8-12" "serviciospublicos@cubarral-meta.gov.c" "6763123" 6763123 3209616245 "HASTA 2500 SUSCRIPTORES" "URBANO" "MUNICIPIO (PRESTACIÓN DIRECTA)" "MUNICIPAL" "0" "OFICIAL" "35096" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "43621" "Actualizacion" "CERTIFICADA" "SI" NA "CUBARRAL"
"52" 261 "ASOCIACION DEL ACUDUCTO TERCERA ETAPA DEL RESGUARDO INDIGENA DE MALES" 9003210460 "2019460351700059E" 52215 "NARINO" "CORDOBA" "ACUEDUCTO" "PINTO PERENGUEZ BARTOLO" "VEREDA MUESMUERAN ALTO" "asociacionacueductodemales@gmail.com" "7780116" 7780116 3154417879 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "25 / sep / 2008" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41185" "Actualizacion" "APROBADA" "SI" NA "CORDOBA"
"53" 269 "ASOCIACION JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA TROJAYACO" 9002088377 "2019460351700060E" 52260 "NARINO" "EL TAMBO" "ACUEDUCTO" "BURBANO ROJAS HUGO HERNAN" "VEREDA TROJAYACO" "contactenos@eltambo-narino.gov.co" "3136756" 3136756 3136756513 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA ADMINISTRADORA" "PRIVADA" "39495" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41185" "Actualizacion" "APROBADA" "SI" NA "EL TAMBO"
